,Posisi,Nama Perusahaan,Lokasi Magang,Kuota,Tunjangan,Program Studi,Hari Libur,URL
11999,Asdep Digitalisasi - Renbang Digitalisasi (Quality Assurance),Deputi Bidang Kelembagaan dan Digitalisasi Koperasi,Kota Adm. Jakarta Selatan,1 kuota,,Ilmu Komputer,"Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/asdep-digitalisasi---renbang-digitalisasi-quality-assurance-a23ddbf5-2c99-4bf0-b465-81154886a552
12002,Asdep pengelolaan Data - Renbang dan Pengelolaan Data,Deputi Bidang Kelembagaan dan Digitalisasi Koperasi,Kota Adm. Jakarta Selatan,1 kuota,,"Teknik Informatika, Informatika, Ilmu Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/asdep-pengelolaan-data---renbang-dan-pengelolaan-data-a23d7fc8-be1e-49f5-99b3-99b592b50fdd
12252,Manggala Informatika (STIG 05),Deputi Bidang Infrastruktur Informasi Geospasial,Kab. Bogor,1 kuota,,"Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/manggala-informatika-stig-05-a243a651-3249-4db6-9b6e-2f7e314b3a84
12295,PENGELOLA SDM,RUMAH TAHANAN NEGARA KELAS IIB BATURAJA,Kab. Ogan Komering Ulu,2 kuota,,"Ilmu Komputer, Manajemen, Teknik Komputer",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/pengelola-sdm-a240e07e-3013-450e-a197-5d7e029a0d45
12296,PENGELOLA BMN,RUMAH TAHANAN NEGARA KELAS IIB BATURAJA,Kab. Ogan Komering Ulu,1 kuota,,"Ilmu Komputer, Manajemen Aset Publik, Teknik Komputer",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/pengelola-bmn-a240dfc5-aaef-468b-bac6-e3b0aa91610c
12326,Pengelola BMN,LEMBAGA PEMASYARAKATAN KELAS IIB DOMPU,Kab. Dompu,1 kuota,,"Ilmu Komputer, Manajemen Aset Publik, Manajemen Administrasi Perkantoran","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/pengelola-bmn-a242beb8-6cf6-4c25-8781-2c168546f212
12461,PENGOLAH DATA DAN JARINGAN,RUMAH TAHANAN NEGARA KELAS IIB BARABAI,Kab. Hulu Sungai Tengah,1 kuota,,"Teknik Informatika, Ilmu Komputer, Ilmu Komunikasi, Sistem Informasi, Teknik Komputer Dan Jaringan",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/pengolah-data-dan-jaringan-a242da08-0646-4bfd-bb7b-1021a8a9468c
12543,DFRI – Asisten Pengembangan Sistem Informasi Pendanaan,Deputi Bidang Fasilitasi Riset dan Inovasi,Kota Adm. Jakarta Pusat,2 kuota,,"Teknik Informatika, Teknologi Informasi, Sains Data, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/dfri-–-asisten-pengembangan-sistem-informasi-pendanaan-a24409f4-c551-4888-a7de-bfa67531d2dc
12662,Asisten Talent Inovation Hub,BPVP Ternate,Kota Ternate,1 kuota,,"Teknik Informatika, Ilmu Komputer, Teknik Industri","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/asisten-talent-inovation-hub-a243fc72-7a71-4a35-9b6d-c090b06f06fc
12739,Data Analyst,BPVP Surakarta,Kota Surakarta,2 kuota,,"Teknik Informatika, Ilmu Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/data-analyst-a2436b87-475f-42af-b48b-6779b3004e1b
12837,PENGELOLA KEHUMASAN,KANTOR WILAYAH DIREKTORAT JENDERAL PEMASYARAKATAN GORONTALO,Kab. Gorontalo,1 kuota,,"Ilmu Komputer, Manajemen Komunikasi, Komputer Grafis, Ilmu Komunikasi, Komunikasi Digital dan Media","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/pengelola-kehumasan-a23f3a9f-619b-4cde-8995-90c0fc6e2add
12919,Pengolah Data dan Informasi,BPVP Samarinda,Kota Samarinda,2 kuota,,"Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Statistika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/pengolah-data-dan-informasi-a243619d-a619-438a-bf47-ae272a1cfb4f
12920,Asisten Digitalisasi Arsip dan Dashboard Kinerja,BPVP Samarinda,Kota Samarinda,1 kuota,,"Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Statistika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/asisten-digitalisasi-arsip-dan-dashboard-kinerja-a2436a2d-11eb-4091-9b8a-dc0355f30fc7
12942,Web Developer,BPVP Pangkep,Kab. Pangkajene Kepulauan,1 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Informasi, Pendidikan Teknik Informatika, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/web-developer-a244384f-f844-4436-8856-aa3e596850d9
12953,Asisten Instruktur TIK,BPVP Pangkep,Kab. Pangkajene Kepulauan,2 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Informasi, Desain Komunikasi Visual, Pendidikan Teknik Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/asisten-instruktur-tik-a2442f02-520d-421c-97cf-dac3b94ec8a9
12954,Toolman & K3 Kejuruan TIK,BPVP Pangkep,Kab. Pangkajene Kepulauan,1 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Informasi, Desain Komunikasi Visual, Pendidikan Teknik Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/toolman-&-k3-kejuruan-tik-a2442fd6-1596-4124-bb1e-b2d80ba7f153
12955,Asisten Instruktur COA,BPVP Pangkep,Kab. Pangkajene Kepulauan,1 kuota,,"Ilmu Komputer, Pendidikan Ilmu Komputer, Ilmu Komunikasi, Pendidikan Teknik Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/asisten-instruktur-coa-a2443272-1316-40e4-93fb-5a6744d62055
13111,IT Support Intern,PT. Sarana Steel,Kota Adm. Jakarta Pusat,2 kuota,,"Teknik Informatika, Ilmu Komputer, Pendidikan Teknik Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-support-intern-a241939a-f7b9-4de0-a160-c0dd3a87b0e2
13126,IT,PT Sarana Patra Jateng,Kota Semarang,1 kuota,,"Teknik Informatika, Informatika, Ilmu Komputer, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-a232f117-552c-40d3-8c3e-b813d152c519
13224,Back-End Engineer,Erhanesia Digima Mukitama,Kab. Purbalingga,2 kuota,,"Teknik Informatika, Ilmu Komputer, Rekayasa Perangkat Lunak, Sistem Informasi, Teknik Komputer",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/back-end-engineer-a241b6ca-34c3-4f41-aa4f-efd101c8a0ef
13250,IT Staff,Empore Hezer Tama,Kota Adm. Jakarta Selatan,1 kuota,,"Teknik Informatika, Rekayasa Perangkat Lunak Aplikasi, Ilmu Komputer, Sistem Informasi, Manajemen Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-staff-a23be551-17ca-4ca9-b7a1-af27bda026e4
13267,IT Services Intern,Yupi Indo Jelly Gum,Kab. Bogor,2 kuota,,"Teknik Informatika, Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-services-intern-a243491e-aba5-4118-8961-6f430d0b6d01
13288,Network & Technical Operations Intern,PT. Amerta Indah Otsuka,Kota Adm. Jakarta Selatan,1 kuota,,"Teknologi Informasi, Ilmu Komputer, Teknik Komputer Dan Jaringan","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/network-&-technical-operations-intern-a243ef2d-2ce6-491a-b5b3-1d840e481999
13334,Software Quality Assurance Intern,PT. Amerta Indah Otsuka,Kab. Sukabumi,2 kuota,,"Teknik Informatika, Teknologi Rekayasa Perangkat Lunak, Rekayasa Perangkat Lunak Aplikasi, Ilmu Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/software-quality-assurance-intern-a242efe0-46f0-4502-975f-281c309bcbf7
13342,Web Developer Intern,PT. Amerta Indah Otsuka,Kab. Sukabumi,4 kuota,,"Teknologi Rekayasa Perangkat Lunak, Ilmu Komputer, Sistem Informasi, Teknik Perangkat Lunak, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/web-developer-intern-a2397ae0-efd1-47c4-b5c1-86c014639346
13386,"Research, Curriculum, Content and Development (Lingkup Pendidikan)",Yayasan Hasnur Centre,Kab. Barito Kuala,1 kuota,,"Ilmu Komputer, Manajemen, Teknologi Pendidikan, Kebijakan Pendidikan, Statistika",Minggu,"https://maganghub.kemnaker.go.id/magang-nasional/lowongan/research,-curriculum,-content-and-development-lingkup-pendidikan-a23c85f5-45df-4f4e-9b91-388f371f5a88"
13401,PHP Programemr Internship,Electronic Data Interchange Indonesia,Kota Adm. Jakarta Utara,1 kuota,,"Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Ilmu Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/php-programemr-internship-a241c7e6-7e0a-43e4-9ec4-c25ccdb8eaa8
13403,Fullstack Programming Internship,Electronic Data Interchange Indonesia,Kota Adm. Jakarta Utara,1 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, sistem informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/fullstack-programming-internship-a241b817-ac90-4eb4-a800-4c5f79a99beb
13404,Procurement & GA Internship,Electronic Data Interchange Indonesia,Kota Adm. Jakarta Utara,1 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi","Minggu, Sabtu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/procurement-&-ga-internship-a241c1e6-f7f2-41bd-9b9a-f18893051b0d
13409,IT Infrastructure Internship,Electronic Data Interchange Indonesia,Kota Adm. Jakarta Utara,1 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, sistem informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-infrastructure-internship-a241b56e-2c92-4b22-a7d4-a3fdcb8f4113
13453,Staf IT,Yayasan Asar Humanity,Kab. Bogor,1 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Informasi, Teknik Komputer","Minggu, Sabtu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/staf-it-a22b6a80-3c16-4b8c-adb6-a074a057fb9f
13535,IT PROGRAMMER,PT. Raudhatussyfaa Sehat Bersama,Kab. Cirebon,2 kuota,,"Teknik Informatika, Ilmu Komputer",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-programmer-a23efc8a-f9d2-4530-bd19-8b505d00fb27
13545,Data Analyst and Visualization - DPS,Perusahaan Perseroan (Persero) PT. Telekomunikasi Indonesia,Kota Adm. Jakarta Pusat,1 kuota,,"Teknik Informatika, Ilmu Komputer, Teknik Industri, Sistem Informasi, Statistika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/data-analyst-and-visualization---dps-a240fad6-c46f-4b51-98d3-91ba6c7e0087
13553,Web Development,Dynamic Talenta Navigator,Kota Semarang,1 kuota,,"Teknik Informatika, Informatika, Ilmu Komputer, sistem informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/web-development-a2295878-1aed-42a6-ae93-9da3240b8a4f
13561,Researcher 01 - Network,Perusahaan Perseroan (Persero) PT. Telekomunikasi Indonesia,Kota Adm. Jakarta Selatan,1 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Informasi, Teknik Elektro, Teknik Telekomunikasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/researcher-01---network-a240fe60-0ee0-4a39-9215-52705654d809
13562,Data Scientist - DPS,Perusahaan Perseroan (Persero) PT. Telekomunikasi Indonesia,Kota Adm. Jakarta Pusat,1 kuota,,"Sains Data, Ilmu Komputer, Statistik, Sistem Informasi, Matematika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/data-scientist---dps-a240fe51-6ba7-4dee-beac-63c39ec45cd4
13583,QA Engineer (IT Development),Dyandra Promosindo,Kota Adm. Jakarta Pusat,1 kuota,,"Informatika, Ilmu Komputer, Sistem Informasi",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/qa-engineer-it-development-a230fa22-750e-4b31-ae46-4085e7e51203
13584,Full Stack Developer (IT Development),Dyandra Promosindo,Kota Adm. Jakarta Pusat,1 kuota,,"Informatika, Ilmu Komputer, Sistem Informasi",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/full-stack-developer-it-development-a230facd-c55b-43bc-a939-f7e06aa3b7b7
13678,Staf HRIS (Human Resources Information System),Rumah Sakit Universitas Indonesia,Kota Depok,1 kuota,,"Teknik Informatika, Ilmu Komputer, Teknologi Komputer, Sistem Informasi, Ilmu Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/staf-hris-human-resources-information-system-a23f39fa-2978-4f2c-8535-5765851c292c
13764,"Staff Dept. Pelayanan Umum Psikologi, Akuntansi dan Industri",PT Pupuk Kujang,Kab. Karawang,3 kuota,,"Teknik Informatika, Ilmu Komputer, Teknik lndustri, Psikologi, Akuntansi","Sabtu, Minggu","https://maganghub.kemnaker.go.id/magang-nasional/lowongan/staff-dept.-pelayanan-umum-psikologi,-akuntansi-dan-industri-a23f61d6-8fca-43bf-a0f9-d3487c40e19a"
13962,Learning Design B2B,Dibimbing Digital Indonesia,Kota Adm. Jakarta Selatan,1 kuota,,"Teknik Informatika, Ilmu Komputer, Psikologi, Teknologi Pendidikan","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/learning-design-b2b-a242f33d-f664-447b-a2d6-da70c65ea784
13968,Learning Design Code,Dibimbing Digital Indonesia,Kota Adm. Jakarta Selatan,1 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Informasi, Teknik Elektro, Manajemen Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/learning-design-code-a24274eb-af75-48f3-85b3-e6851af2fb2b
14056,IT Support Intern,Urc Indonesia,Kab. Bekasi,1 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Manajemen Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-support-intern-a23f036b-dea8-4570-a961-145de566d80b
14110,Outsourcing Systems & Data Intern - HCEOM,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Pusat,2 kuota,,"Teknik Informatika, Ilmu Komputer, Manajemen, Sistem Informasi, Statistika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/outsourcing-systems-&-data-intern---hceom-a241535f-c4c9-4f12-a3e1-89b66bffd025
14115,Cyber Security Intern - Information Technology,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Barat,25 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Teknik Elektro, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/cyber-security-intern---information-technology-a2415393-6420-4c01-a30f-0ac4c5648719
14118,IT Infrastructure Intern - Information Technology,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Barat,15 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Sistem Informasi, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-infrastructure-intern---information-technology-a24154a8-ad4c-4ce5-8d22-793c26de0fcc
14120,Outsourcing Systems & Data Intern - HCEOM,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Pusat,2 kuota,,"Teknik Informatika, Ilmu Komputer, Manajemen, Sistem Informasi, Statistika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/outsourcing-systems-&-data-intern---hceom-a241535f-c4c9-4f12-a3e1-89b66bffd025
14128,Data Analytics Intern - AML/CFT,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Selatan,2 kuota,,"Ilmu Komputer, Sistem Informasi, Teknik informatika, Statistika, Matematika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/data-analytics-intern---amlcft-a2414de0-3c40-4ac7-af37-379597df4b01
14138,Human Capital Strategy & Initiatives Intern - HCSTM,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Pusat,2 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Informasi, Statistika, Matematika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/human-capital-strategy-&-initiatives-intern---hcstm-a2415084-8b3f-457b-8644-c6d8a1d33660
14149,Outsource Management Supporting Intern - HCEOM,Perusahaan Perseroan (Persero) PT. Bank Mandiri,Kota Adm. Jakarta Pusat,2 kuota,,"Teknik Informatika, Sains Data, Ilmu Komputer, Sistem Informasi, Statistika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/outsource-management-supporting-intern---hceom-a2414901-632d-4a50-821c-0ced79300310
14300,Developer Intern,PT Polarisweb,Kota Adm. Jakarta Selatan,4 kuota,,"Teknik Informatika, Ilmu Komputer, Sistem Komputer, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/developer-intern-a239865a-389a-419a-8b17-44f367a46e91
14307,Staf IT,Rumah Sakit Islam Banyu Bening,Kab. Boyolali,2 kuota,,"Teknik Informatika, Ilmu Komputer, Administrasi Server dan Jaringan Komputer, Teknik informatika, Pendidikan Teknik Informatika & Komputer",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/staf-it-a2335063-0116-4de7-a326-e53dfd9367a4
14322,IT,Universitas Padjadjaran (PTnbh),Kab. Sumedang,2 kuota,,"Ilmu Komputer, Administrasi Server dan Jaringan Komputer, Teknik Komputer Dan Jaringan, Pendidikan Teknik Informatika & Komputer, Teknik Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-a2365cae-e5fd-4c08-9854-ba4be1557b98
14344,IT,PT. Pioneer Offshore Indo Raya,Kota Batam,1 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Teknik Komputer, Teknologi Informatika Multimedia Digital",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-a2431ba1-472d-4b8b-8041-4b2a82c0f73d
14380,IT Support,Rumah Sakit Elim Rantepao,Kab. Toraja Utara,3 kuota,,"Ilmu Komputer, Komputer Grafis, Teknologi Komputer, Teknik informatika, Teknik Informatika Multimedia",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-support-a230eed7-93ee-483d-9c8d-4aafc271cf3e
14393,Staf IT/Programmer,Cipta Paramula Sejati,Kota Adm. Jakarta Pusat,1 kuota,,"Teknik Informatika, Ilmu Komputer, Teknik lndustri, Teknik Komputer Dan Jaringan, Pendidikan Teknik Informatika & Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/staf-itprogrammer-a240dad0-f041-449c-9121-69fb94463354
14494,BNI Digital Assistant,Perusahaan Perseroan (Persero) Bank Negara Indonesia,Kota Adm. Jakarta Barat,2 kuota,,"Ilmu Komputer, Manajemen, Ilmu Hubungan Internasional, Ilmu Komunikasi, Pemasaran Digital","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/bni-digital-assistant-a234f76b-523d-4f71-9b7e-34d21b3d5f3f
14525,Petugas IT,Rumah Sakit Al Huda Genteng,Kab. Banyuwangi,4 kuota,,"Rekayasa Sistem Komputer, Ilmu Komputer, Teknologi Komputer, Teknologi Rekayasa Komputer Jaringan, Teknik Komputer dan Jaringan",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/petugas-it-a2415652-e2ac-4811-804b-cba3101c5b0e
14529,Petugas IT,Rumah Sakit Al Huda Genteng,Kab. Banyuwangi,4 kuota,,"Rekayasa Sistem Komputer, Ilmu Komputer, Teknologi Komputer, Teknologi Rekayasa Komputer Jaringan, Teknik Komputer dan Jaringan",Minggu,https://maganghub.kemnaker.go.id/magang-nasional/lowongan/petugas-it-a2415652-e2ac-4811-804b-cba3101c5b0e
14601,Staff Developer IT,PT Pesonna Indonesia Jaya,Kota Adm. Jakarta Pusat,1 kuota,,"Teknik Informatika, Ilmu Komputer, Pendidikan Ilmu Komputer, Rekayasa Perangkat Lunak, Sistem Informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/staff-developer-it-a2418a88-ed8f-4d94-a6e3-6b28fcdfec45
14694,Web Developer,PT Perusahaan Perseroan (Persero) PT. Perkebunan Nusantara III,Kota Adm. Jakarta Selatan,3 kuota,,"Teknik Informatika, Teknologi Informasi, Ilmu Komputer, Sistem informasi, Manajemen Informatika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/web-developer-a239741a-9404-4543-adf0-acdcb240e0dd
14813,Ad Ops Programmatic - IMG,Mnc Televisi Network,Kota Adm. Jakarta Pusat,1 kuota,,"Teknologi Informasi, Ilmu Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/ad-ops-programmatic---img-a2434974-aed0-42a7-889b-64fd9198f37d
14816,Booking Facility Officer - IMG,Mnc Televisi Network,Kota Adm. Jakarta Pusat,2 kuota,,"Ilmu Komputer, Ekonomi, Statistika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/booking-facility-officer---img-a24346ce-b0a4-4ee5-aba7-1d30e29c37ab
14824,Ad Ops Programmatic - IMG,Mnc Televisi Network,Kota Adm. Jakarta Pusat,1 kuota,,"Teknologi Informasi, Ilmu Komputer","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/ad-ops-programmatic---img-a2434974-aed0-42a7-889b-64fd9198f37d
14835,Data & Content Analyst - Programming,Mnc Televisi Network,Kota Adm. Jakarta Pusat,3 kuota,,"Teknik Informatika, Ilmu Komputer, Statistika dan Sains Data, Sistem informasi, Matematika","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/data-&-content-analyst---programming-a24334e5-9320-48bc-b55d-97230e1cfc5a
14840,IT Project Management - IMG,Mnc Televisi Network,Kota Adm. Jakarta Pusat,1 kuota,,"Teknologi Informasi, Ilmu Komputer, Sistem Informasi Akuntansi, Sistem dan Teknologi Informasi, Sistem informasi","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-project-management---img-a2420baf-d6a6-48f9-ab77-28e1c71440b7
14847,Cyber Web & Application Security - IMG,Mnc Televisi Network,Kota Adm. Jakarta Pusat,1 kuota,,"Teknologi Informasi, Ilmu Komputer, Teknologi Komputer, Rekayasa Keamanan Siber","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/cyber-web-&-application-security---img-a24209f9-472e-4667-a05d-ea8ad04bd24b
14966,ADMINISTRASI SALES,Perusahaan Perseroan (Persero) Bank Negara Indonesia,Kab. Jember,3 kuota,,"Ilmu Komputer, Pengelolaan Arsip dan Rekaman Informasi, Manajemen Keuangan Perbankan, Administrasi Keuangan Dan Perbankan","Sabtu, Minggu",https://maganghub.kemnaker.go.id/magang-nasional/lowongan/administrasi-sales-a240d10d-835b-4b27-ac29-fbccb6c669c7
